Issues / Notes	Ontology ID	label	alternative label	Reported	term tracker item	entity type	created	parent class ID	parent class label	is about	is about label (for reference only)	definition	definition source	example of usage	contributor	curation status	editor note	comment	database cross reference	see also	english exact synonym	english broad synonym	english narrow synonym	english related synonym
	GENEPIO:0001386	host (common name) field	host (common name)	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field			A host field which describes the commonly used name of the host.		Human [NCBITaxon:9606]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Common name or scientific name are required if there was a host. Common name examples e.g. human, bat. Select a value from the pick list. If the sample was environmental, put .not applicable..			host (common name) slot			
	GENEPIO:0001387	host (scientific name) field	host (scientific name)	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field			A host field which describes the taxonomic or scientific name of the host.		Homo sapiens [NCBITaxon:9606]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Common name or scientific name are required if there was a host. Scientific name examples e.g. Homo sapiens. Select a value from the pick list. If the sample was environmental, put .not applicable..			host (scientific name) slot			
	GENEPIO:0100450	host (ecotype) field	host (ecotype)	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	EFO:0000434	ecotype	A host field which describes the biotype resulting from selection in a particular habitat.		Sea ecotype	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the ecotype of the host organism.			host (ecotype) slot			
	GENEPIO:0100451	host (breed) field	host (breed)	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	EFO:0005238	breed	A host field which describes a specific group of domestic animals or plants having homogeneous appearance, homogeneous behavior, and other characteristics that distinguish it from other animals or plants of the same species and that were arrived at through selective breeding.		Holstein	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Provide the name of the breed of the host organism.			host (breed) slot			
	GENEPIO:0100452	host (food production name) field	host (food production name)	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field			A host field which describes the name of the host at a certain stage of food production, which may depend on its age or stage of sexual maturity.		Calf [FOODON:03411349]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select the host's food production name from the pick list.			host (food production name) slot			
	GENEPIO:0001388	host health state field	host health state	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	ExO:0000038	subject health status	A host field which describes the health status of the host at the time of sample collection.		Asymptomatic [NCIT:C3833]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, select a value from the pick list.			host health state slot			
	GENEPIO:0001389	host health status details field	host health status details	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	ExO:0000038	subject health status	A host data field which describes additional information pertaining to the health or disease status of the host at time of collection.		Hospitalized (ICU) [GENEPIO:0100046]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, select a value from the pick list.			host health status details slot			
	GENEPIO:0001391	host disease field	host disease|host_disease	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	OGMS:0000031	disease	A host data field which describes the name of the disease experienced by the host.		COVID-19 [MONDO:0100096]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: This field is only required if there was a host. If the host was a human select COVID-19 from the pick list. If the host was asymptomatic, this can be recorded under “host health state details”. .COVID-19. should still be provided if patient is asymptomatic. If the host is not human, and the disease state is not known or the host appears healthy, put “not applicable”.			host disease slot			
	GENEPIO:0001390	host health outcome field	host health outcome	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	GENEPIO:0001212	subject disease outcome	A host data field which describes the disease outcome in the host.		Recovered [NCIT:C49498]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, select a value from the pick list.			host health outcome slot			
	GENEPIO:0001392	host age field	host age	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	GENEPIO:0001610	subject age	A host data field which describes the age of the host at the time of sampling.		79	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, provide age. Age-binning is also acceptable.			host age slot			
	GENEPIO:0001393	host age unit field	host age unit	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	GENEPIO:0000114	subject age - unit	A host data field which describes the units used to measure the host's age.		year [UO:0000036]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, provide the age units used to measure the host's age from the pick list.			host age unit slot			
	GENEPIO:0001394	host age bin field	host age bin	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field		subject age bin 	A host data field which describes the age category of the host at the time of sampling.		50 - 59 [GENEPIO:0100054]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Age bins in 10 year intervals have been provided. If a host's age cannot be specified due to provacy concerns, an age bin can be used as an alternative.			host age bin slot			
	GENEPIO:0001395	host gender field	host gender	Yes			2021-04-24T00:42:14Z	GENEPIO:0100628	host field	NCIT:C17357	Gender	A host data field which describes the gender of the host at the time of sample collection.		Male [NCIT:C46109]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, select a value from the pick list.			host gender slot			
	GENEPIO:0100630	host geographical location field	host geo_loc	Yes		class	2022-12-22T00:55:53.808Z	GENEPIO:0100628|GENEPIO:0100629	host field|geographical location field			A data field which describes the geographical location of a host organism.		A field that describes the host country of reisdence.	https://orcid.org/0000-0002-9578-0788	requires discussion		 			host geographical location slot	host geographical location column		
	GENEPIO:0100438	host origin geo loc name (country) field	host_origin geo_loc_name (country)|host origin geo loc name (country)|host origin geographical location name	Yes			2021-04-24T00:42:14Z	GENEPIO:0100630	host geographical location field	NCIT:C25464	Country	A host geographical location field which describes the country of origin of the host.		South Africa [GAZ:00001094]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If a sample is from a human or animal host that originated from outside of Canada, provide the the name of the country where the host originated by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.			host origin geo loc name (country) slot|host origin geographical location name field|host origin geographical location name slot			
	GENEPIO:0001396	host residence geo_loc name (country) field	host residence geo_loc name (country)	Yes			2021-04-24T00:42:14Z	GENEPIO:0100630	host geographical location field	NCIT:C25464	Country	A host geographical location field which describes the country where the host resides.		South Africa [GAZ:00001094]	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: If known, select a value from the pick list.			host residence geo_loc name (country) slot|host residence geographical location country name field|host residence geographical location country name slot			
	GENEPIO:0001397	host residence geo_loc name (state/province/territory) field	host residence geo_loc name (state/province/territory)	Yes			2021-04-24T00:42:14Z	GENEPIO:0100630	host geographical location field		state or province or territory	A host geographical location field which describes the state or province or territory of residence of the host.		Quebec	https://orcid.org/0000-0002-9578-0788 |https://orcid.org/0000-0002-8844-9165 |https://orcid.org/0000-0002-1107-9135 	requires discussion		Example Guidance: Select the province/territory name from pick list provided in the template.			host residence geo_loc name (state/province/territory) slot|host residence geographical location state or province or territory name field|host residence geographical location state or province or territory name slot			
