inst_id	|	inst_code	|	aka	|	inst_name	|	country	|	address	|	phone	|	fax	|	record_source	|	home_url	|	url_rule	|	comments	|	collection_type	|	qualifier_type	|	unique_name
1607	|	CFRB	|	      	|	Chinese Academy of Forestry, Forest Research Institute	|	China	|	Beijing	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CFRB
1608	|	CFUA	|	      	|	Universidad Austral de Chile	|	Chile	|	Valdivia	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CFUA
1610	|	CGEC	|	      	|	China Entomological Research Institute	|	China	|	Guangdong, Guangzhou	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CGEC
1615	|	CIAN	|	      	|	Centro de Investigaciones Agricolas Nortoeste	|	Mexico	|	Sonora, Ciudad Obregon	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CIAN<MEX-CO>
1616	|	CIBC	|	      	|	International Institute of Biological Control	|	Trinidad and Tobago	|	Curepe	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CIBC
1617	|	CICESE	|	      	|	Centro de Investigacion Cientifica y de Educacion Superior de Ensenada	|	Mexico	|	Baja California, Ensenada	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CICESE
1618	|	CIDA	|	      	|	Albertson College, Museum of Natural History	|	USA	|	Idaho, Caldwell	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CIDA
1619	|	CIJC	|	      	|	Muzeului Judetean Covasna, Collection of Insects	|	Romania	|	Judetul Covasna	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CIJC
1620	|	CIS	|		|	Cranbrook Institute of Science	|	USA	|	39221 Woodward Avenue, P.O. Box 801, Bloomfield Hills, Michigan 48303-0801	|	248-645-3200	|		|	      	|		|	      	|	= CISM	|	museum	|	specimen_voucher	|	CIS<USA-MI>
1621	|	CIUC	|	      	|	Centro Interdipartimentale dell'Universita Museo di Storia Naturale e del Territorio	|	Italy	|	Calci	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CIUC
1626	|	CLCC	|	Camrose Lutheran College	|	Augustana University College	|	Canada	|	4901 - 46 Avenue, Camrose, Alberta T4V 2R3	|	      	|	      	|	      	|	http://www.augustana.ab.ca/	|	      	|	      	|	museum	|	specimen_voucher	|	CLCC
1627	|	CLEV	|	      	|	Cleveland Museum of Natural History	|	USA	|	Ohio, Cleveland	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CLEV
1628	|	CLMP	|	      	|	Department of Conservation & Land Management	|	Australia	|	Western Australia, Como	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CLMP
1629	|	CLNP	|	      	|	Crater Lake National Park	|	USA	|	Oregon, Crater Lake	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CLNP
1631	|	CMBK	|	      	|	The City Museum and Art Gallery, Department of Natural History	|	United Kingdom	|	Bristol	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CMBK
1632	|	CMEI	|	      	|	Clements' Museum of Exotic Insects	|	USA	|	Florida, Leesburg	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CMEI
1633	|	CMNC	|	      	|	Canadian Museum of Nature, Neotropical Cerambycidae Collection	|	Canada	|	Ottawa	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CMNC
1635	|	CMNS	|		|	Museum of Natural History, Shanghai	|	China	|	Shanghai, Shanghai	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	CMNS
1636	|	CMNZ	|	      	|	Canterbury Museum	|	New Zealand	|	 Rolleston Avenue, Christchurch	|	      	|	      	|	      	|	http://www.canterburymuseum.com/	|	      	|	      	|	museum	|	specimen_voucher	|	CMNZ
1637	|	CMSK	|		|	City Museum, Sheffield	|	UK	|	Sheffield	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	CMSK
1639	|	CNHM	|	      	|	Cincinnati Museum of Natural History	|	USA	|	Ohio, Cincinnati	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CNHM<USA-OH>
1640	|	CNHP	|	      	|	Beijing Natural History Museum	|	China	|	Beijing	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CNHP
1641	|	CNHS	|	      	|	Croydon Natural History and Scientific Society	|	United Kingdom	|	South Croydon	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CNHS
1642	|	CNMC	|	      	|	Colorado National Monument	|	USA	|	Colorado, Fruita	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CNMC
1643	|	CNMS	|		|	Colombo National Museum	|	Sri Lanka	|	Colombo	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	CNMS
1644	|	CNPS	|	      	|	Centro Nacional de Pesquisas da Soja	|	Brazil	|	Paran&aacute;, EMBRAPA	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CNPS
1646	|	CPAP	|	      	|	Centro de Pesquisas Agropecuarias do Tropico Umido	|	Brazil	|	Belem, Para	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CPAP<BRA-Belem>
1647	|	CPDC	|	      	|	Centro de Pesquisas do Cacau	|	Brazil	|	Bahia, Itabuna	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CPDC
1649	|	CPMM	|	      	|	Dr. Alvaro de Castro Provincial Museum	|	Mozambique	|	Louren&ccedil;o Marques	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CPMM
1650	|	CPUP	|	      	|	California Polytechnic University	|	USA	|	California, Pomona	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CPUP
1651	|	CSCA	|	      	|	California State Collection of Arthropods	|	USA	|	California, Sacramento	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CSCA
1652	|	CSCCE	|		|	Chadron State College, Entomology Collection	|	USA	|	Chadron, Nebraska	|		|		|	      	|		|	      	|	= CSCC	|	museum	|	specimen_voucher	|	CSCCE
1653	|	CSDS	|	      	|	Desert Studies Center	|	USA	|	California, Baker	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CSDS
1654	|	CSGT	|	      	|	Collegio San Giuseppe	|	Italy	|	Torino	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CSGT
1655	|	CSLB	|	      	|	California State University at Long Beach	|	USA	|	California, Long Beach	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CSLB
1658	|	CUAC	|	      	|	Clemson University	|	USA	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CUAC
1659	|	CUE	|	      	|	Cairo University	|	Egypt	|	Cairo	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CUE
1660	|	CUIC	|		|	Cornell University, Invertebrate Collections	|	USA	|	New York, Ithaca	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	CUIC
1661	|	CUMZ	|	      	|	Cambridge University, Museum of Zoology	|	United Kingdom	|	Cambridge, England	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CUMZ<UK>
1662	|	CUWM	|	      	|	Clark University	|	USA	|	Massachusetts, Worcester	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CUWM
1666	|	CZAA	|	      	|	Catedra de Zoologia Agricola	|	Argentina	|	Mendoza, Universidad Nacional de Cuyo	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CZAA
1667	|	CZUG	|	      	|	Universidad de Guadalajara,Centro de Estudios en Zoologia, Entomologia	|	M&eacute;xico	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	CZUG
1668	|	DABUH	|	      	|	University of Helsinki, Department of Applied Biology	|	Finland	|	Helsinki	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DABUH
1669	|	DABZ	|		|	Department of Agriculture, Zimbabwe	|	Zimbabwe	|	Bulawayo	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	DABZ
1670	|	DACL	|	      	|	London Research Centre	|	Canada	|	Ontario, London	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DACL
1672	|	DAFH	|	      	|	Department of Agriculture and Fisheries	|	Hong Kong	|	New Territories, Sheung Shui	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DAFH
1677	|	DBAI	|	      	|	Instituto de Ciencias Biologicas	|	Brazil	|	Distrito Federal, Brasilia, Universidade de Brasilia	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DBAI
1678	|	DBAU	|	      	|	Universidade Santa Ursula	|	Brazil	|	Rio de Janeiro, Rio de Janeiro	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DBAU
1680	|	DBSE	|	      	|	Universidade Federale Sergipe	|	Brazil	|	Sergipe, Aracaju	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DBSE
1682	|	DCBU	|	      	|	Universidade Federal de Sao Carlos	|	Brazil	|	S&atilde;o Paulo, S&atilde;o Carlos	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DCBU
1683	|	DCDS	|	      	|	Dipartimento di Coltivazione e Difesa delle Specie Legnose dell'Universita, Sezione Entomologia Agraria	|	Italy	|	Pisa	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DCDS
1685	|	DCMB	|	      	|	Universidade do Amazonas	|	Brazil	|	Amazonas, Manaus	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DCMB
1687	|	DCMD	|	      	|	Derby City Museum and Art Gallery	|	UK	|	Derby	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DCMD
1688	|	DCMP	|	      	|	Universidade Federal do Parana	|	Brazil	|	Paran&aacute;, Curitiba	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DCMP
1689	|	DCPC	|	      	|	DominicusCirillus[deceased]	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DCPC
1691	|	DDFF	|	      	|	Departamento de Defensa Fitossanitarista	|	Brazil	|	S&atilde;o Paulo, Jaboticabal	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DDFF
1692	|	DEBU	|		|	Ontario Insect Collection, University of Guelph	|	Canada	|	Ontario, Guelph	|		|		|	      	|	http://www.uoguelph.ca/	|	      	|	= UOG:DEBU	|	museum	|	specimen_voucher	|	DEBU
1693	|	DEES	|	      	|	Universidade de Sao Paulo, Piracicaba	|	Brazil	|	So Paulo, Piracicaba	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DEES
1694	|	DEFS	|	      	|	Universidade de Sao Paulo	|	Brazil	|	S&atilde;o Paulo, S&atilde;o Paulo	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DEFS
1696	|	DENH	|	      	|	University of New Hampshire	|	USA	|	New Hampshire, Durham	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DENH
1698	|	DEZA	|	      	|	Dipartimento di Entomologia e Zoologia Agraria dell'Universita	|	Italy	|	Portici	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DEZA
1699	|	DEZC	|	      	|	Dipartimento di Entomologia e Zoologia Applicate all'Ambiente "Carlo Vidano"	|	Italy	|	Torino	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DEZC
1700	|	DFCZ	|		|	Forest Research Institute, Malawi	|	Malawi	|	Zomba	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	DFCZ
1701	|	DFEC	|	      	|	Department of Forestry and Environmental Science, State University of New York	|	USA	|	1 Forestry Drive, Syracuse, NY 13210 	|	315-470-6500	|	      	|	      	|	http://www.esf.edu/efb/	|	      	|	      	|	museum	|	specimen_voucher	|	DFEC<USA-NY>
1702	|	DFLC	|	      	|	Escola Superior de Agricultura	|	Brazil	|	Minas Gerais, Lavras	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DFLC
1703	|	DFRU	|	      	|	University of New Brunswick	|	Canada, New Brunswick, Fredericton	|	      	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DFRU
1715	|	DMBC	|	      	|	Dominick Moth and Butterfly Collection	|	USA	|	South Carolina, McClellanville	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DMBC
1716	|	DMDC	|	      	|	Douala Museum	|	Cameroon	|	Douala	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DMDC
1718	|	DMSA	|	      	|	Durban Museum	|	South Africa	|	Kwa-Zulu Natal, Durban	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DMSA
1720	|	DORC	|	      	|	Dorset County Museum	|	United Kingdom	|	Dorchester	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DORC
1721	|	DPBA	|	      	|	Departamento de Patologia Vegetal	|	Argentina	|	Buenos Aires	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DPBA
1722	|	DPIC	|	      	|	Belo Horizonte, Instituto de Ciencias Biologicas	|	Brazil	|	Minas Gerais	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DPIC
1723	|	DPNC	|	      	|	Denison Pequotsepos Nature Center	|	USA	|	Connecticut, Mystic	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DPNC
1724	|	DPPC	|		|	Department of Agriculture, Taiwan	|	Taiwan [Republic of China]	|	Nau-Tan	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	DPPC
1725	|	DPUP	|	      	|	Universidade Federal de Maringa	|	Brazil	|	Paran&aacute;, Maringa	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DPUP
1729	|	DSEC	|	      	|	Universidade Federal da Paraiba	|	Brazil	|	Paraiba, Jo&atilde;o Pessoa	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DSEC
1732	|	DTIC	|	      	|	Departamento Parasitologia	|	Brazil	|	Minas Gerais	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DTIC
1733	|	DVCC	|	      	|	Diablo Valley College	|	USA	|	California, Pleasant Hill	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DVCC
1734	|	DVNM	|	      	|	Death Valley National Monument	|	USA	|	California, Death Valley	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DVNM
1736	|	DZCU	|	      	|	Calcutta University	|	India	|	West Bengal, Calcutta	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DZCU
1737	|	DZIB	|	      	|	Universidade Estadual de Campinas	|	Brazil	|	S&atilde;o Paulo, Campinas	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DZIB
1738	|	DZUP	|	      	|	Universidade Federal do Parana, Museu de Entomologia Pe. Jesus Santiago Moure	|	Brazil	|	Paran&aacute;, Curitiba	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	DZUP
1739	|	EAPZ	|	      	|	Escuela Agricola Panamericana	|	Honduras	|	Tegucigalpa	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EAPZ
1740	|	EBCC	|	      	|	Universidad Nacional Autonoma de Mexico, Estacion de Biologia "Chamela"	|	Mexico	|	Jalisco, San Patricio	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EBCC
1741	|	EBDS	|	      	|	Estacion Biologica de Donana	|	Spain	|	Sevilla	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EBDS
1743	|	ECOL	|	      	|	Collection du Laborataire d'Ecologie	|	Belgium	|	Louvain-la-Neuve	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ECOL
1744	|	EDNC	|	      	|	Raleigh, North Carolina Department of Agriculture	|	USA	|	North Carolina	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EDNC
1747	|	EELM	|	      	|	Estacion Experimental Agricola de la Molina	|	Peru	|	Lima	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EELM
1750	|	EGNP	|	      	|	Homestead, Everglades National Park	|	USA	|	Florida	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EGNP
1754	|	EIHU	|	Hokkaido University, Entomological Institute	|	Entomological Institute, Hokkaido University	|	Japan	|	The Hokkaido University Museum, N10 W8, Hokkaido, Sapporo 	060-0810	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	EIHU
1755	|	EINS	|	      	|	Ecuadorian Institute of Natural Sciences	|	Ecuador	|	Quito	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EINS
1756	|	EISC	|	      	|	Shaanxi Agricultural University, Entomological Institute	|	China	|	Shaanxi, Taigu	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EISC
1759	|	ELMF	|	      	|	Augusta, Maine Forest Service	|	USA	|	Maine	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ELMF
1761	|	EMAU	|	      	|	Ernst-Moritz-Arndt-Universitat Greifswald	|	Germany	|	Greifswald	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EMAU
1762	|	EMBT	|		|	Department of Agriculture, Thailand	|	Thailand	|	Bangkok	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	EMBT
1763	|	EMEC	|		|	Essig Museum of Entomology	|	USA	|	211 Wellman Hall MC-3112, University of California, Berkeley, California 94720-3112	|		|		|	      	|	http://essig.berkeley.edu/	|	      	|	= EMUC	|	museum	|	specimen_voucher	|	EMEC
1764	|	EMET	|	      	|	Faculty of Agriculture, Entomology Museum	|	Turkey	|	Erzurum, Ataturk Universitesi	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EMET
1766	|	EMUS	|	      	|	Utah State University	|	USA	|	Utah, Logan	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EMUS
1767	|	ENIH	|	      	|	National Institute of Health	|	Japan	|	Tokyo	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ENIH
1768	|	ENMU	|	      	|	Eastern New Mexico University, Natural History Museum	|	USA	|	New Mexico, Portales	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ENMU
1771	|	EPRL	|	      	|	University of Puerto Rico	|	USA	|	Puerto Rico, Mayaguez	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EPRL
1772	|	ESEC	|	      	|	Entomological Society of Egypt	|	Egypt	|	Cairo	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ESEC
1773	|	ESRC	|	      	|	Nova Scotia Department Natural Resources	|	Canada	|	Nova Scotia, Belmont	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ESRC
1774	|	ESRN	|	      	|	Escola Superior de Agricultura	|	Brazil	|	Rio Grande do Norte, Mossoro	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ESRN
1775	|	ESUG	|	      	|	University of Guam	|	USA	|	Guam, Mangilao	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ESUG
1776	|	ESUW	|		|	University of Wyoming Insect Museum and Gallery	|	USA	|	Dept. 3354, 1000 E. University Avenue, Laramie, Wyoming 82071	|		|		|	      	|		|	      	|		|	museum	|	specimen_voucher	|	ESUW
1777	|	ETE	|	      	|	El Colegio de la Frontera Sur, Coleccion de insectos Asociados a Plantas Cultivadas en la Frontera Sur	|	Mexico	|	Chiapas	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	ETE
1779	|	EUMJ	|	      	|	Ehime University	|	Japan	|	Matsuyama	|	      	|	      	|	      	|	      	|	      	|	      	|	museum	|	specimen_voucher	|	EUMJ
